Sentence ID,Label,Sentence
F1427283185104_S17,procedural fact,"In respect to said notice of hearing, the Noticee vide an e-mail dated October 24, 2013 (from email ID: jinesh@indianivesh.in) confirmed the name of two officials viz. Mr. Rajesh Nuwal (Director of the Noticee) and Mr. Jinesh Doshi (Company Secretary of the Noticee) to attend the hearing. "
F1427283185104_S18,procedural fact,"However, the Noticee failed to appear before the undersigned on the scheduled date of hearing without providing any reason."
F1427283185104_S19,procedural fact,"Thereafter, a final opportunity of hearing was provided to the Noticee on December 27, 2013 vide notice of hearing dated December 12, 2013."
F1427283185104_S20,procedural fact,"Hearing on December 27, 2013 was attended by the authorized representative of the Noticee viz. Mr. Jinesh Doshi (Company Secretary of Noticee) and the submissions made by him were recorded."
F1427283185104_S21,material fact,"He also assured to submit original Bank statement showing payment of dividend to the clients, proof showing ""other reasons' for transfer of shares in Noticee's Account from the clients involved in the present proceedings and also from other clients, the Circulars of Exchanges SEBI on the issue of transfer of dividends within a period of 90 days, proof that BSE and NSE has approved the shares of Indianivesh Ltd for the purpose of keeping them as margin requirement."
F1427283185104_S22,procedural fact,"During the hearing, authorized representative assured to submit all aforesaid documents within a week along with additional reply briefing the points in respect of each annexures documents which were enclosed with its reply."
F1427283185104_S23,procedural fact,Noticee filed its additional reply dated January 03 and January 27 of 2014 and submitted almost all the documents as assured during the hearing (except the original Bank statement and Circulars of Exchanges SEBI but submitted the ledger account details of Noticee related to two clients and some extracts of NSE Handbook).
F1427283185104_S24,procedural fact,"Thereafter, certain clarifications explanations were sought from the concerned department of SEBI in respect to the client margin account. "
F1427283185104_S25,material fact,"Vide office note dated 22.07.2014, department opined that ""..notwithstanding INCPL's contentions regarding bebeficial ownership of shares belonging to its clients, as the demat account is No a designated account for housing client's shares towards margin, it is felt that a disclosure should have been made by INCPL with respect to transaction of shares beyond specified limits."""
F1427283185104_S26,defendant claim,"The main submissions made by the Noticee under its aforesaid reply additional reply and during the course of hearing, are produced hereunder: • We had carried out our client's trade in commodities during the period July, 2012 to December, 2012 in their names codes at the relevant time. "
F1427283185104_S27,defendant claim,We took the ‘Know Your Client Form’ and executed the necessary client - member agreement.
F1427283185104_S28,defendant claim,The clients’ transaction in commodities were normal and they always honoured their obligations.
F1427283185104_S29,defendant claim,We had applied normal risk containment measures as per our standard operating procedure. 
F1427283185104_S30,defendant claim,We thus acted as an agent of our clients and executed their orders in the usual course of business on MCX as well as on NCDEX .
F1427283185104_S31,defendant claim,"• The shares whose particulars have been furnished in Annexure II to the SCN, were transferred by our two clients viz. Shri Sanwara Commodities Private Limited and Union Commodities Private Limited during June 2012 and December 2012 into our demat account towards their margin requirements."
F1427283185104_S32,defendant claim,They paid margins in the form of shares as well as in the form of cheques and such margins are required to be deposited for availing exposure limits for trading in commodities.
F1427283185104_S33,defendant claim, • The aforesaid clients transferred their shares through off-market and they have mentioned reason for transfer of shares to our demat account as 'transfer to margin A c' in their demat slips.
F1427283185104_S34,defendant claim," Hence, the purpose or intention or objective of transfer of shares to our demat account is clear from the beginning."
F1427283185104_S35,defendant claim," It is submitted that as per requirements, while doing off market transactions, the reasons of such transfer are mandatorily required to be mentioned in the Delivery Instruction Slip."
F1427283185104_S36,defendant claim,"Hence, the clients had written it as margin requirement while transferring into our account."
F1427283185104_S37,defendant claim, • The confusion and mis-appreciation has happened on account of main title to our demat account in which our name and the word 'margin' is missing.
F1427283185104_S38,defendant claim,We cannot open deamt account with the word 'margin' therein because the name of the demat account holder should be the exact name as stated in Permanent Account Number (PAN) issued by Income Tax authorities.
F1427283185104_S39,defendant claim,• We submit that provision of respective Exchange(s) rule require clients to deposit margins in respect of their buy sell in future contracts in commodities.
F1427283185104_S40,defendant claim," Such margins can be deposited with trading members in the form of cash, fixed deposit, credit balance in ledger account, bank guarantee, approved securities, warehouse receipts, etc. "
F1427283185104_S41,defendant claim,• We clarify that we are having demat account in our name with number 1204940000021315.
F1427283185104_S42,defendant claim,"This account is meant and exclusively used to receive (credit), shares from commodity clients as deposit of margin."
F1427283185104_S43,defendant claim, This is so stated in the Delivery Instruction Slips by the clients.
F1427283185104_S44,defendant claim,"Hence, beneficial ownership of shares lying in this account belonged to the clients (who transferred their shares as margin)."
F1427283185104_S45,defendant claim,• We clarify that beneficial ownership of shares of the Company which were transferred as margin in our demat account belonged to our aforesaid clients.
F1427283185104_S46,defendant claim,"Consequently, dividend declared and paid by the Company too belonged to our aforesaid clients."
F1427283185104_S47,defendant claim,Dividend declared by the Company has been paid credited to the aforesaid client's ledger accounts immediately upon receipts of the same.
F1427283185104_S48,defendant claim," • Hence, the shares received in our demat account were held in trust for clients, no actual real effective transfer of 'beneficial ownership' was intended and none was passed on to us."
F1427283185104_S49,defendant claim, Shares received in our demat account were No dealt with by us in any manner and they remained in the account at all times till they were returned to the client concerned.
F1427283185104_S50,defendant claim,• We neither paid any consideration when shares were deposited received in our account No did we receive any consideration when we returned shared to the clients concerned. 
F1427283185104_S51,defendant claim,"• Had we made disclosures under the above stated provisions of PIT and Takeover Regulations, such disclosures would have been incorrect, untrue, wrong and false and consequently we would have been accused of misleading the investors, and probably visited with penal action."
F1427283185104_S52,defendant claim,There are several mitigating factors which are as under: i. The only monetary gain derived by us was brokerage income.
F1427283185104_S53,defendant claim,ii. We had followed 'know your client' regime and philosophy.
F1427283185104_S54,defendant claim,iii. We collect margins in the form as prescribed by the respective Exchange(s).
F1427283185104_S55,defendant claim,iv. We have No violated any substantive provision of law.
F1427283185104_S56,defendant claim,v. We are No guilty of conduct which is contumacious disregard of law and in defiance of law.
F1427283185104_S57,defendant claim,"• In the circumstances, since our reply demolishes the allegations against us, it is humbly prayed that there is no case and there is no justification in law for any further action. "
F1427283185104_S58,defendant claim,"Noticee vide its letter dated 23.09.2014 submitted the following to further substantiate his claim: • Dividend declared by Indianivesh Limited has been credited to the client’s ledger accounts immediately upon receipt of the same which implies that the beneficial ownership of shares of Indianivesh Limited, deposited as margin in our demat account belonged to our aforesaid clients."
F1427283185104_S59,defendant claim,• Dividend on the shares of Indianivesh Limited was received on 11.10.2012 and the credit of the same was given on 16.10.2012 in the ledger account of the respective clients
F1427283185104_S60,defendant claim,"• Further, Union Commodities Private Limited had placed amongst other, the shares of Provogue India Limited as margin and Dividend declared by Provogue India Limited was received by us on 5.10.2012 and the credit of same was given on 16.10.2012 in the ledger account of Union Commodities Private Limited."
F1427283185104_S61,defendant claim,"• We further would like to highlight that the ledger account of Shri Sanwaria Commodities Private Limited was settled by the Client (NIL ledger balance) on 30.3.2013 by payment of cheque amounting to 25,15,169 - and that of Union Commodities Private Limited was settled by the Client (NIL ledger balance) on 25.03.2013 by payment of cheque amounting to 3,77,159.89 - which itself implies that credit entry of dividend passed in the ledger account of the respective clients ultimately paid to the client."
F1427283185104_S62,defendant claim,It is pertinent to note that we had received letter from SEBI in August 2013 whereas ledger of both the aforesaid client was settled in the F.Y. 2012- 2013 itself by the Client whereby all the debit as well as credit entries passed in the ledger statement was effected meaning that the dividend credit effected in the ledger account of the Client’s was also actually given to the Client.
F1427283185104_S63,defendant claim,• We further submit that dividends received on other securities lying in account no.120494000021315 as margin belonging to other clients were also credited to the ledger accounts of those respective Clients immediately. 
F1427283185104_S64,defendant claim,• From the aforesaid i.e. credit of dividend to the beneficial owner by Indianivesh Commodities Private Limited clearly showcases that it does No own any of the shares transferred off market by any of its Clients in the account No 12049400 00021315 and the shares were lying as margin for those Clients and actual beneficial owner of those shares are those respective Clients themselves and No Indianivesh Commodities Private Limited.
F1427283185104_S65,defendant claim,"• Demat a c in our name with number 12049400 00021315 with DP Indianivesh Securities Private Limited is meant and exclusively used for to receive (credit), shares from commodity clients as deposit of margin. "
F1427283185104_S66,defendant claim,"Hence, beneficial ownership of shares lying in this account belonged to the clients."
F1427283185104_S67,defendant claim,The nomenclature of the same had been modified immediately upon error came to our notice and it clearly stated that its Client Margin Account.
F1427283185104_S68,defendant claim,"• Hence, the shares received returned lying though in our demat account did No belong to us – we did No pay any consideration No did we receive any consideration."
F1427283185104_S69,defendant claim,"• We submit that had we made disclosures under the provisions of PIT and Takeover code, such disclosures would have incorrect, untrue, wrong and false and consequently we would have been accused of misleading the investors, and probably visited with penal action. "
F1427283185104_S70,defendant claim,Our No making disclosures under the aforesaid provisions is in line with and as per true facts regarding the ownership of shares which at all times belonged to the clients who transferred them in our demat account.
F1427283185104_S71,defendant claim,"• We crave leave to file additional documents and make further submissions, if required and shall be personally present to provide clarifications, if any, required in this regard"
F1427283185104_S72,procedural fact,"After examining Noticee's aforesaid reply, certain clarifications explanations had to be sought from the Noticee, therefore, vide hearing notice dated 09.10.2014, Noticee was granted an opportunity of hearing before the undersigned on 30.10.2014 at SEBI Bhavan, Mumbai."
F1427283185104_S73,procedural fact,"Vide its letter dated 30.10.2014, Noticee authorised Mr. Jinesh Doshi, Company Secretary (Group) and Mr. Shatrughan Sharma (Authorised Representatives) to appear for the hearing. "
F1427283185104_S74,defendant claim,During the personal hearing the Authorised Representatives (ARs) submitted that the account was inadvertently No designated as margin account but the same has been rectified since 12.09.2014.
F1427283185104_S75,defendant claim,"The ARs reiterated that when the shares were transferred in and out of their DP account, no consideration was paid by the Noticee as the shares belonged to the clients."
F1427283185104_S76,defendant claim, Dividends accrued on those shares were paid by the Noticee to the clients.
F1427283185104_S77,material fact,Proof of the same in the form of ledger statement and bank account has already been submitted by the Noticee. 
F1427283185104_S78,material fact,The ARs have confirmed that there was no proprietary trading in commodities in the said account.
F1427283185104_S79,material fact,Further the Noticee has confirmed that it has a DP account bearing number 21315 for clients and 15624 as its own account.
F1427283185104_S80,material fact,Noticee vide its letter dated 10.11.2014 made further submissions by submitting letters from Union Commodities Pvt Ltd and Shri Sanwaria Commodities Pvt Ltd confirming that they had transferred the said shares in margin account and neither consideration was flown in or out while transferring the shares in the margin account. 
F1427283185104_S81,procedural fact,I have taken into consideration the facts and circumstances of the case and the material made available on record.
F1427283185104_S82,material fact,"To attract the provision of Regulation 29 (1) of SAST Regulations, following two conditions have to be satisfied: • There has to be an acquirer who acquires shares or voting rights in the target company; • Acquisition should aggregate to 5% or more of the shares of such target company."
F1427283185104_S83,material fact,"To attract the provision of Regulation 29 (2) of SAST Regulations, following two conditions have to be satisfied: • Acquirer should hold shares or voting rights in the target company entitling him to exercise 5% or more of shares or voting rights; • There should be change in the shareholding exceeding 2% of total shareholding or voting rights in the target company. "
F1427283185104_S84,statutory fact,"Under Regulation 13 (1) of PIT Regulations, disclosure has to be made within 2 working days of receipt of intimation of allotment of shares aggregating to more than 5% shares or voting rights or on acquisition of more than 5% shares or voting rights. "
F1427283185104_S85,statutory fact,"Under Regulation 13 (3) of PIT Regulations, disclosure has to be made by the person who holds more than 5% shares or voting rights and there is a change in the shareholding resulting in shareholding falling below 5% provided such change exceeds 2% of total shareholding or voting rights."
F1427283185104_S86,material fact,"From the above it is noted that obligation to make disclosures under the provisions contained in SAST Regulations as also under PIT Regulations would arise as soon as there is acquisition of shares change in shareholding of a person holding more than 5% shares or voting rights, in excess of the limits prescribed under the respective Regulations."
F1427283185104_S87,material fact,"In the given fact situation, noticee has submitted that it has neither acquired shares No is the beneficial owner of the shares of INL but had received those shares towards margin requirement from its clients and to support the same the noticee has submitted evidence in the form of Delivery Instruction Slips."
F1427283185104_S88,material fact,"Further, the noticee has also submitted that dividends accrued on those shares were transferred to the clients which shows that the clients were the beneficial owner of the said shares and the noticee has submitted copy of ledger account of respective clients in support of its submission."
F1427283185104_S89,material fact,"In addition to it, noticee vide its letter dated 10.11.2014 submitted letters from its clients viz., Union Commodities Pvt Ltd and Sanwaria Commodities Pvt Ltd confirming that they had transferred the shares of INL in Margin Account and neither consideration was flown in or out while transferring the shares in Margin Account."
F1427283185104_S90,subjective observation,"In the given background, noticee's submission that making disclosures under the aforesaid SAST Regulations and PIT Regulations would tantamount to wrong false disclosures as the noticee is No the beneficial owner of the shares is acceptable. "
F1427283185104_S91,subjective observation,"It may however be added that noticee has a regular corporate BO account and does No have ""margin account"" sub status."
F1427283185104_S92,subjective observation,"For noticee's aforesaid failure to designate the demat account for housing client's shares towards margin as ""margin account"", it is difficult to hold noticee liable for No disclosure of shareholding under the aforesaid SAST Regulations and PIT Regulations."
F1427283185104_S93,subjective observation,"In view of the above facts and circumstances of the case and the material made available on record, it is difficult to conclude that the noticee has violated Regulation 13 (1) & 13 (3) of PIT Regulations and Regulations 29 (1), (2) & (3) of SAST Regulations. "
F1427283185104_S94,subjective observation,"Considering the facts and circumstances and the material made available on record, the alleged violation of Regulations 13 (1) & 13 (3) of the SEBI (Prohibition of Insider Trading) Regulations, 1992 and Regulations 29 (1), (2) & (3) of the SEBI (Substantial Acquisition of Shares and Takeovers) Regulations, 2011 are difficult to establish against Indianivesh Commodities Private Limited in the present adjudication proceedings and accordingly the present adjudication proceedings is disposed of."
F1427283185104_S95,procedural fact,"In terms of the provisions of Rule 6 of the Securities and Exchange Board of India (Procedure for Holding Inquiry and Imposing Penalties by Adjudicating Officer) Rules 1995, copies of this order are being sent to Indianivesh Commodities Private Limited having office at 601 602, ""Sukh Sagar"" N.S.Patkar Marg, Girgaum Chowpatty, Mumbai – 400 007 and also to the Securities and Exchange Board of India, Mumbai. "
